"CASRN","DTXSID","chem_name","MC","SteroidSynth","ERactivity","gentox","Consumer","Diet","Pharma","Pesticide","Industrial","HPV","U95intake","P65_Cancer","P65_Dev"
"10222-01-2","DTXSID5032361","2,2-Dibromo-3-nitrilopropionamide",NA,"E2P4up","not_agonist","no test","Consumer_cp","Diet_FDA_exp",NA,"Pesticide_cp_exp","Industrial_exp",NA,"Less than 1 ug/kg/day",NA,NA
"58-93-5","DTXSID2020713","Hydrochlorothiazide",NA,"E2up","not_agonist","positive","Consumer_cp","Diet_cp","Pharma_FDA_Rx","Pesticide_cp",NA,"HPV",NA,NA,NA
"97-53-0","DTXSID9020617","Eugenol",NA,"E2up","not_agonist","positive","Consumer_cp","Diet_FDA_exp",NA,"Pesticide_cp","Industrial_exp",NA,"100 ug/kg/day or more",NA,NA
"4291-63-8","DTXSID8022828","Cladribine",NA,"E2up","weak_agonist","positive","Consumer_cp",NA,"Pharma_FDA_Rx",NA,NA,NA,NA,NA,"Dev"
"68-26-8","DTXSID3023556","Retinol",NA,"P4up","not_agonist","positive","Consumer_exp","Diet_FDA_cp_exp","Pharma_cp","Pesticide_cp_exp",NA,NA,"Less than 1 ug/kg/day",NA,"Dev"
"214535-77-0","DTXSID2047278","CP-457677",NA,"E2P4up","not_agonist","no test",NA,NA,NA,"Pesticide_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"10161-33-8","DTXSID0034192","17beta-Trenbolone",NA,"negative","agonist","negative",NA,"Diet_cp","Pharma_cp",NA,NA,NA,NA,NA,NA
"26172-55-4","DTXSID9034286","5-Chloro-2-methyl-3(2H)-isothiazolone",NA,"P4up","not_agonist","negative","Consumer_cp_exp","Diet_cp_exp",NA,"Pesticide_cp","Industrial_exp","HPV","Between 1 to 100 ug/kg/day",NA,NA
"1563-66-2","DTXSID9020249","Carbofuran",NA,"E2up","not_agonist","positive","Consumer_cp","Diet_cp",NA,"Pesticide_cp_exp","Industrial_exp","HPV","Less than 1 ug/kg/day",NA,NA
"117-39-5","DTXSID4021218","Quercetin",NA,"negative","agonist","positive","Consumer_cp",NA,NA,"Pesticide_cp",NA,NA,NA,NA,NA
"608-73-1","DTXSID7020687","1,2,3,4,5,6-Hexachlorocyclohexane",NA,"E2P4up",NA,"no test","Consumer_cp",NA,NA,"Pesticide_cp_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"112733-06-9","DTXSID0047296","Zenarestat",NA,"E2P4up","not_agonist","no test",NA,NA,"Pharma_cp",NA,NA,NA,NA,NA,NA
"6846-50-0","DTXSID1027635","2,2,4-Trimethyl-1,3-pentanediol diisobutyrate",NA,"negative","weak_agonist","negative","Consumer_cp_exp","Diet_cp_exp",NA,"Pesticide_cp","Industrial_exp","HPV","100 ug/kg/day or more",NA,NA
"115-86-6","DTXSID1021952","Triphenyl phosphate",NA,"E2up","weak_agonist","negative","Consumer_cp_exp","Diet_cp_exp",NA,"Pesticide_cp","Industrial_exp","HPV","Less than 1 ug/kg/day",NA,NA
"120-47-8","DTXSID9022528","Ethylparaben",NA,"E2P4up","weak_agonist","negative","Consumer_cp_exp","Diet_cp_exp",NA,"Pesticide_cp","Industrial_exp",NA,"Less than 1 ug/kg/day",NA,NA
"208-96-8","DTXSID3023845","Acenaphthylene",NA,"E2up","not_agonist","no test","Consumer_cp_exp",NA,NA,NA,"Industrial_exp",NA,"Between 1 to 100 ug/kg/day",NA,NA
"1068967-96-3","DTXSID8047391","SAR102608",NA,"E2up","not_agonist","no test",NA,NA,NA,NA,NA,NA,NA,NA,NA
"84852-15-3","DTXSID5029055","4-Nonylphenol, branched",NA,"negative","agonist","negative","Consumer_cp","Diet_cp",NA,NA,NA,NA,NA,NA,NA
"127-51-5","DTXSID7027047","alpha-Isomethylionone",NA,"negative","weak_agonist","negative","Consumer_cp_exp","Diet_FDA_cp",NA,"Pesticide_cp","Industrial_exp","HPV","Between 1 to 100 ug/kg/day",NA,NA
"101-61-1","DTXSID5020869","4,4'-Methylenebis(N,N-dimethylaniline)",NA,"P4up","weak_agonist","positive",NA,NA,NA,NA,NA,NA,NA,"Cancer",NA
"101-54-2","DTXSID7025895","N-Phenyl-1,4-benzenediamine",NA,"P4up","not_agonist","positive","Consumer_cp",NA,NA,NA,"Industrial_exp","HPV","Between 1 to 100 ug/kg/day",NA,NA
"NOCAS_47334","DTXSID9047334","MK-968",NA,"E2up","not_agonist","no test",NA,NA,NA,"Pesticide_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"460081-99-6","DTXSID9048510","PharmaGSID_48510",NA,"E2P4up",NA,"no test",NA,NA,NA,NA,NA,NA,NA,NA,NA
"262376-75-0","DTXSID9047338","HMR1426",NA,"E2P4up","weak_agonist","no test",NA,NA,NA,"Pesticide_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"99-76-3","DTXSID4022529","Methylparaben",NA,"E2P4up","not_agonist","positive","Consumer_cp_exp","Diet_FDA_cp_exp",NA,"Pesticide_cp","Industrial_exp",NA,"Between 1 to 100 ug/kg/day",NA,NA
"54-11-5","DTXSID1020930","Nicotine",NA,"P4up","not_agonist","positive","Consumer_cp_exp","Diet_cp","Pharma_FDA_Rx_OTC","Pesticide_cp",NA,NA,"Less than 1 ug/kg/day",NA,"Dev"
"50-41-9","DTXSID8020337","Clomiphene citrate (1:1)",NA,"negative","weak_agonist","positive",NA,NA,NA,NA,NA,NA,NA,"Cancer","Dev"
"10540-29-1","DTXSID1034187","Tamoxifen",NA,"negative","weak_agonist","positive",NA,"Diet_cp_exp","Pharma_cp",NA,NA,NA,"Less than 1 ug/kg/day","Cancer",NA
"1843-05-6","DTXSID9027441","Octabenzone",NA,"E2up","not_agonist","negative","Consumer_cp","Diet_cp_exp","Pharma_cp","Pesticide_cp_exp",NA,"HPV","100 ug/kg/day or more",NA,NA
"103-33-3","DTXSID8020123","Azobenzene",NA,"E2P4up","not_agonist","positive","Consumer_exp",NA,NA,NA,"Industrial_exp",NA,"Between 1 to 100 ug/kg/day","Cancer",NA
"78-63-7","DTXSID9025110","2,5-Dimethyl-2,5-di-(tert-butylperoxy)hexane",NA,"negative","weak_agonist","negative","Consumer_cp","Diet_cp_exp",NA,NA,"Industrial_exp","HPV","Less than 1 ug/kg/day",NA,NA
"206-44-0","DTXSID3024104","Fluoranthene",NA,"E2up","not_agonist","positive","Consumer_cp_exp","Diet_cp",NA,NA,"Industrial_exp",NA,"Less than 1 ug/kg/day",NA,NA
"189003-92-7","DTXSID2047355","Trelanserin",NA,"E2up","not_agonist","no test",NA,NA,"Pharma_cp",NA,NA,NA,NA,NA,NA
"129-00-0","DTXSID3024289","Pyrene",NA,"E2up","not_agonist","positive","Consumer_cp_exp","Diet_cp",NA,NA,"Industrial_exp",NA,"Less than 1 ug/kg/day",NA,NA
"60-09-3","DTXSID6024460","4-Aminoazobenzene",NA,"E2P4up","weak_agonist","positive",NA,NA,NA,NA,"Industrial_exp",NA,"Less than 1 ug/kg/day","Cancer",NA
"1836-75-5","DTXSID7020970","Nitrofen",NA,"E2P4up","not_agonist","positive","Consumer_cp","Diet_cp",NA,"Pesticide_cp_exp",NA,"HPV","Less than 1 ug/kg/day","Cancer",NA
"NOCAS_47349","DTXSID8047349","AVE8488",NA,"E2P4up",NA,"no test",NA,NA,NA,NA,NA,NA,NA,NA,NA
"102-76-1","DTXSID3026691","Triacetin",NA,"negative","weak_agonist","positive","Consumer_cp_exp","Diet_FDA_cp_exp","Pharma_cp","Pesticide_cp","Industrial_exp","HPV","100 ug/kg/day or more",NA,NA
"253450-09-8","DTXSID2047270","Besonprodil",NA,"P4up","not_agonist","no test",NA,NA,"Pharma_cp",NA,NA,NA,NA,NA,NA
"86-30-6","DTXSID6021030","N-Nitrosodiphenylamine",NA,"E2up","weak_agonist","positive","Consumer_cp_exp","Diet_exp",NA,NA,"Industrial_exp",NA,"Between 1 to 100 ug/kg/day","Cancer",NA
"84-66-2","DTXSID7021780","Diethyl phthalate",NA,"E2up","not_agonist","positive","Consumer_cp_exp","Diet_cp_exp","Pharma_cp","Pesticide_cp","Industrial_exp","HPV","Between 1 to 100 ug/kg/day",NA,NA
"51-24-1","DTXSID2045232","Tiratricol",NA,"P4up","agonist","no test",NA,NA,"Pharma_cp","Pesticide_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"686756-87-6","DTXSID4048519","PharmaGSID_48519",NA,"E2up",NA,"no test",NA,NA,NA,NA,NA,NA,NA,NA,NA
"121-00-6","DTXSID7040788","2-tert-Butyl-4-methoxyphenol",NA,"E2up","weak_agonist","negative","Consumer_cp_exp","Diet_cp_exp",NA,NA,"Industrial_exp",NA,"Between 1 to 100 ug/kg/day",NA,NA
"82385-42-0","DTXSID7021992","Sodium saccharin hydrate",NA,"negative","weak_agonist","no test",NA,NA,NA,"Pesticide_cp_exp","Industrial_exp",NA,"Less than 1 ug/kg/day",NA,NA
"135-19-3","DTXSID5027061","2-Naphthalenol",NA,"E2P4up","weak_agonist","negative","Consumer_cp","Diet_cp_exp",NA,"Pesticide_cp","Industrial_exp","HPV","Between 1 to 100 ug/kg/day",NA,NA
"353280-07-6","DTXSID1047281","CP-612372",NA,"E2P4up","not_agonist","no test",NA,NA,NA,NA,NA,NA,NA,NA,NA
"91-59-8","DTXSID2020921","2-Naphthylamine",NA,"E2P4up","not_agonist","positive","Consumer_exp",NA,NA,NA,"Industrial_exp",NA,"Between 1 to 100 ug/kg/day","Cancer",NA
"79-94-7","DTXSID1026081","3,3',5,5'-Tetrabromobisphenol A",NA,"E2P4up","not_agonist","negative","Consumer_cp",NA,NA,NA,"Industrial_exp","HPV","Between 1 to 100 ug/kg/day","Cancer",NA
"302-79-4","DTXSID7021239","all-trans-Retinoic acid",NA,"P4up","not_agonist","no test",NA,NA,"Pharma_cp","Pesticide_exp",NA,NA,"Less than 1 ug/kg/day",NA,"Dev"
"2243-62-1","DTXSID3020916","1,5-Naphthalenediamine",NA,"E2P4up","not_agonist","positive",NA,NA,NA,NA,"Industrial_exp","HPV","Between 1 to 100 ug/kg/day",NA,NA
"155990-20-8","DTXSID8047347","SR271425",NA,"negative","weak_agonist","no test",NA,NA,"Pharma_cp",NA,NA,NA,NA,NA,NA
"110235-47-7","DTXSID4042121","Mepanipyrim",NA,"E2up","not_agonist","no test","Consumer_cp",NA,NA,"Pesticide_cp_exp",NA,NA,"Less than 1 ug/kg/day","Cancer",NA
"501027-49-2","DTXSID2047307","PD-0333941",NA,"E2up","not_agonist","no test",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1034-01-1","DTXSID4040713","Octyl gallate",NA,"P4up","weak_agonist","no test","Consumer_cp","Diet_FDA_cp_exp",NA,NA,"Industrial_exp",NA,"Between 1 to 100 ug/kg/day",NA,NA
"54965-24-1","DTXSID8021301","Tamoxifen citrate",NA,"negative","weak_agonist","negative","Consumer_cp","Diet_exp","Pharma_FDA_Rx",NA,NA,NA,"Between 1 to 100 ug/kg/day",NA,"Dev"
"1478-61-1","DTXSID7037717","Bisphenol AF",NA,"P4up","agonist","negative",NA,"Diet_exp",NA,NA,"Industrial_exp",NA,"Between 1 to 100 ug/kg/day",NA,NA
"298198-52-4","DTXSID2047359","SSR180711",NA,"E2up","not_agonist","no test",NA,NA,NA,NA,NA,NA,NA,NA,NA
"104-40-5","DTXSID5033836","4-Nonylphenol",NA,"negative","weak_agonist","negative","Consumer_cp_exp","Diet_cp_exp",NA,NA,"Industrial_exp",NA,"Between 1 to 100 ug/kg/day",NA,NA
"199171-88-5","DTXSID9047253","CP-401387",NA,"E2P4up","not_agonist","no test",NA,NA,NA,NA,NA,NA,NA,NA,NA
"120-80-9","DTXSID3020257","Catechol",NA,"E2P4up","weak_agonist","positive",NA,"Diet_exp",NA,NA,"Industrial_exp","HPV","Between 1 to 100 ug/kg/day","Cancer",NA
"15619-48-4","DTXSID8044593","1-Benzylquinolinium chloride",NA,"P4up",NA,"no test","Consumer_exp",NA,NA,NA,"Industrial_exp",NA,"100 ug/kg/day or more",NA,NA
"NOCAS_48516","DTXSID9048516","PharmaGSID_48516",NA,"E2up",NA,"no test",NA,NA,NA,"Pesticide_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"159138-81-5","DTXSID3047344","Cariporide mesylate",NA,"negative","weak_agonist","no test",NA,NA,NA,NA,NA,NA,NA,NA,NA
"53-03-2","DTXSID4021185","Prednisone",NA,"negative","weak_agonist","positive",NA,NA,"Pharma_FDA_Rx",NA,NA,NA,NA,NA,NA
"NOCAS_47374","DTXSID5047374","SSR161421",NA,"E2P4up","not_agonist","no test",NA,NA,NA,NA,NA,NA,NA,NA,NA
"121-33-5","DTXSID0021969","4-Hydroxy-3-methoxybenzaldehyde",NA,"E2up","not_agonist","positive","Consumer_cp_exp","Diet_FDA_cp_exp",NA,"Pesticide_cp_exp","Industrial_exp","HPV","Between 1 to 100 ug/kg/day",NA,NA
"2687-25-4","DTXSID4027494","2,3-Diaminotoluene",NA,"E2P4up","not_agonist","positive","Consumer_exp",NA,NA,NA,"Industrial_exp","HPV","Between 1 to 100 ug/kg/day",NA,NA
"2144-53-8","DTXSID3047558","Tridecafluorohexylethyl methacrylate",NA,"negative","weak_agonist","negative","Consumer_exp",NA,NA,NA,"Industrial_exp",NA,"Less than 1 ug/kg/day",NA,NA
"92-68-2","DTXSID8040721","4-Cyclohexylcyclohexanone",NA,"negative","weak_agonist","no test","Consumer_exp",NA,NA,NA,"Industrial_exp",NA,"Between 1 to 100 ug/kg/day",NA,NA
"91082-17-6","DTXSID1047526","C10-21 sulfonic acids phenyl esters",NA,"E2up","not_agonist","negative",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2921-88-2","DTXSID4020458","Chlorpyrifos",NA,"E2P4up","weak_agonist","positive","Consumer_cp_exp","Diet_cp",NA,"Pesticide_cp_exp",NA,"HPV","Less than 1 ug/kg/day",NA,"Dev"
"95-83-0","DTXSID5020283","4-Chloro-1,2-diaminobenzene",NA,"P4up","not_agonist","positive",NA,NA,NA,"Pesticide_exp","Industrial_exp",NA,"Between 1 to 100 ug/kg/day","Cancer",NA
"105624-86-0","DTXSID1046970","5HPP-33",NA,"P4up","agonist","no test",NA,NA,NA,NA,NA,NA,NA,NA,NA
"86-73-7","DTXSID8024105","Fluorene",NA,"E2up","not_agonist","positive","Consumer_cp",NA,NA,"Pesticide_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"NOCAS_48514","DTXSID9048514","PharmaGSID_48514",NA,"P4up",NA,"no test",NA,NA,NA,"Pesticide_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"602-01-7","DTXSID4027236","2,3-Dinitrotoluene",NA,"E2P4up","not_agonist","positive","Consumer_exp",NA,NA,NA,"Industrial_exp",NA,"Between 1 to 100 ug/kg/day",NA,NA
"81-90-3","DTXSID5022439","Phenolphthalin",NA,"E2P4up","weak_agonist","no test",NA,NA,NA,NA,"Industrial_exp",NA,"Between 1 to 100 ug/kg/day",NA,NA
"80-08-0","DTXSID4020371","Dapsone",NA,"E2P4up","not_agonist","positive","Consumer_cp","Diet_cp_exp","Pharma_FDA_Rx","Pesticide_cp","Industrial_exp",NA,"Less than 1 ug/kg/day",NA,NA
"136042-19-8","DTXSID1048178","FR130739",NA,"E2P4up",NA,"no test",NA,NA,NA,NA,NA,NA,NA,NA,NA
"72-55-9","DTXSID9020374","p,p'-DDE",NA,"negative","weak_agonist","positive",NA,"Diet_cp",NA,"Pesticide_cp_exp",NA,NA,"Less than 1 ug/kg/day","Cancer","Dev_M"
"85532-75-8","DTXSID7041097","PK 11195",NA,"E2P4up","not_agonist","no test",NA,NA,NA,"Pesticide_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"842-07-9","DTXSID4021135","C.I. Solvent Yellow 14",NA,"E2P4up","agonist","positive","Consumer_cp",NA,NA,"Pesticide_cp_exp","Industrial_exp",NA,"Less than 1 ug/kg/day","Cancer",NA
"499-75-2","DTXSID6042074","Isopropyl-o-cresol",NA,"E2P4up","not_agonist","positive","Consumer_cp_exp","Diet_FDA_cp_exp",NA,"Pesticide_cp","Industrial_exp",NA,"Between 1 to 100 ug/kg/day",NA,NA
"6152-33-6","DTXSID1040794","Sodium 2-phenylphenate tetrahydrate",NA,"E2P4up","not_agonist","no test","Consumer_cp","Diet_exp",NA,"Pesticide_cp_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"135-20-6","DTXSID1020352","Cupferron",NA,"negative","weak_agonist","positive","Consumer_exp","Diet_exp",NA,NA,"Industrial_exp",NA,"Less than 1 ug/kg/day","Cancer",NA
"1330-78-5","DTXSID4021391","Tricresyl phosphate",NA,"E2up","not_agonist","negative","Consumer_cp",NA,NA,NA,NA,"HPV",NA,NA,NA
"10081-67-1","DTXSID0027721","4-(2-Phenylpropan-2-yl)-N-[4-(2-phenylpropan-2-yl)phenyl]aniline",NA,"P4up","not_agonist","negative","Consumer_cp","Diet_cp_exp",NA,NA,"Industrial_exp","HPV","Less than 1 ug/kg/day",NA,NA
"24851-98-7","DTXSID2029325","Methyl dihydrojasmonate",NA,"E2up","not_agonist","negative","Consumer_cp_exp","Diet_FDA_cp_exp",NA,"Pesticide_cp","Industrial_exp","HPV","100 ug/kg/day or more",NA,NA
"4712-55-4","DTXSID7041889","Diphenyl phosphite",NA,"E2up","agonist","no test",NA,NA,NA,"Pesticide_cp","Industrial_exp",NA,"Between 1 to 100 ug/kg/day",NA,NA
"6259-76-3","DTXSID4038924","Hexyl salicylate",NA,"E2up","weak_agonist","negative","Consumer_cp_exp","Diet_exp",NA,"Pesticide_cp_exp","Industrial_exp",NA,"Between 1 to 100 ug/kg/day",NA,NA
"26027-38-3","DTXSID2036588","Polyoxyethylene(10)nonylphenyl ether",NA,"negative","weak_agonist","negative","Consumer_cp","Diet_cp",NA,"Pesticide_cp",NA,NA,NA,NA,NA
"1072-15-7","DTXSID7047487","Sulfuric acid, monononyl ester, sodium salt",NA,"negative","weak_agonist","no test",NA,NA,NA,"Pesticide_exp","Industrial_exp",NA,"Between 1 to 100 ug/kg/day",NA,NA
"94-47-3","DTXSID9047590","2-Phenylethyl benzoate",NA,"E2up","not_agonist","negative","Consumer_exp","Diet_FDA_cp_exp",NA,NA,"Industrial_exp",NA,"Between 1 to 100 ug/kg/day",NA,NA
"68555-86-2","DTXSID7044718","Acid Orange 156",NA,"E2P4up","not_agonist","no test",NA,NA,NA,NA,"Industrial_exp",NA,"100 ug/kg/day or more",NA,NA
"143-08-8","DTXSID6022008","1-Nonanol",NA,"P4up","not_agonist","no test","Consumer_cp_exp","Diet_FDA_exp",NA,"Pesticide_cp_exp","Industrial_exp","HPV","100 ug/kg/day or more",NA,NA
"818-61-1","DTXSID2022123","2-Hydroxyethyl acrylate",NA,"E2P4up","not_agonist","positive","Consumer_cp_exp","Diet_cp_exp",NA,NA,"Industrial_exp","HPV","Between 1 to 100 ug/kg/day",NA,NA
"683-18-1","DTXSID8027292","Dibutyltin dichloride",NA,"E2up","not_agonist","positive","Consumer_cp","Diet_cp",NA,NA,NA,"HPV",NA,NA,NA
"587-85-9","DTXSID3042130","Diphenylmercury(II)",NA,"E2P4up","not_agonist","no test",NA,NA,NA,NA,NA,NA,NA,NA,NA
"95-13-6","DTXSID8042052","Indene",NA,"negative","weak_agonist","negative","Consumer_cp_exp","Diet_cp_exp",NA,NA,"Industrial_exp","HPV","Between 1 to 100 ug/kg/day",NA,NA
"89-87-2","DTXSID2025135","1,3-Dimethyl-4-nitrobenzene",NA,"negative","weak_agonist","positive","Consumer_exp",NA,NA,NA,"Industrial_exp","HPV","Between 1 to 100 ug/kg/day",NA,NA
"92-04-6","DTXSID0022353","2-Chloro-4-phenylphenol",NA,"negative","agonist","no test",NA,NA,NA,"Pesticide_exp",NA,NA,"Between 1 to 100 ug/kg/day",NA,NA
"101-81-5","DTXSID1041891","Diphenylmethane",NA,NA,"weak_agonist","no test","Consumer_cp_exp","Diet_exp",NA,"Pesticide_cp","Industrial_exp",NA,"Less than 1 ug/kg/day",NA,NA
"9016-87-9","DTXSID3047473","Polymethylene polyphenyl isocynate",NA,"E2up","not_agonist","positive",NA,NA,NA,"Pesticide_cp",NA,"HPV",NA,NA,NA
"101463-69-8","DTXSID1041978","Flufenoxuron",NA,"E2up","not_agonist","no test","Consumer_cp",NA,NA,"Pesticide_cp_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"520-36-5","DTXSID6022391","Apigenin",NA,"E2P4up","agonist","positive",NA,NA,NA,NA,"Industrial_exp",NA,"Less than 1 ug/kg/day",NA,NA
"311-45-5","DTXSID6024046","Paraoxon",NA,"E2up","not_agonist","positive",NA,NA,NA,"Pesticide_cp_exp",NA,NA,"Between 1 to 100 ug/kg/day",NA,NA
"1335-46-2","DTXSID0029214","Methylionone",NA,"E2up","not_agonist","negative",NA,NA,NA,"Pesticide_cp",NA,"HPV",NA,NA,NA
"93-08-3","DTXSID2041389","2'-Acetonaphthone",NA,"E2up","not_agonist","positive","Consumer_exp","Diet_FDA",NA,"Pesticide_cp","Industrial_exp",NA,"Between 1 to 100 ug/kg/day",NA,NA
"120-18-3","DTXSID5044788","Naphthalene-2-sulfonic acid",NA,"E2up","not_agonist","no test",NA,"Diet_exp",NA,NA,"Industrial_exp","HPV","Less than 1 ug/kg/day",NA,NA
"110-43-0","DTXSID5021916","2-Heptanone",NA,"E2up","not_agonist","negative","Consumer_cp_exp","Diet_FDA_exp",NA,"Pesticide_cp","Industrial_exp","HPV","Between 1 to 100 ug/kg/day",NA,NA
"451-40-1","DTXSID6044430","1,2-Diphenylethanone",NA,"E2up","weak_agonist","no test","Consumer_cp_exp",NA,NA,NA,"Industrial_exp",NA,"Between 1 to 100 ug/kg/day",NA,NA
"61-73-4","DTXSID0023296","Methylene blue",NA,"P4up","not_agonist","positive","Consumer_cp","Diet_cp_exp","Pharma_FDA_Rx","Pesticide_cp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"118-58-1","DTXSID1024598","Benzyl salicylate",NA,"E2up","weak_agonist","negative","Consumer_cp_exp","Diet_FDA_cp_exp",NA,"Pesticide_cp_exp",NA,"HPV","100 ug/kg/day or more",NA,NA
"128-95-0","DTXSID2041252","1,4-Diaminoanthraquinone",NA,"E2P4up","not_agonist","positive","Consumer_cp",NA,NA,"Pesticide_cp_exp",NA,NA,"Between 1 to 100 ug/kg/day",NA,NA
"94-60-0","DTXSID3026566","Dimethyl hexahydroterephthalate",NA,"E2up","not_agonist","positive","Consumer_cp","Diet_cp_exp",NA,NA,"Industrial_exp","HPV","100 ug/kg/day or more",NA,NA
"84-61-7","DTXSID5025021","Dicyclohexyl phthalate",NA,"negative","weak_agonist","negative","Consumer_cp_exp","Diet_cp_exp",NA,NA,"Industrial_exp","HPV","Less than 1 ug/kg/day",NA,NA
"88-74-4","DTXSID1025726","2-Nitroaniline",NA,"E2up","not_agonist","positive",NA,NA,NA,NA,"Industrial_exp","HPV","Less than 1 ug/kg/day",NA,NA
"109-46-6","DTXSID8042187","N,N'-Dibutylthiourea",NA,"E2up","not_agonist","negative","Consumer_exp","Diet_exp",NA,"Pesticide_cp","Industrial_exp",NA,"Between 1 to 100 ug/kg/day",NA,NA
"1638-22-8","DTXSID3047425","4-Butylphenol",NA,"E2up","agonist","no test","Consumer_exp","Diet_exp",NA,NA,"Industrial_exp",NA,"Between 1 to 100 ug/kg/day",NA,NA
"2110-18-1","DTXSID7042356","2-(3-Phenylpropyl)pyridine",NA,"E2P4up","weak_agonist","no test","Consumer_exp","Diet_FDA_cp_exp",NA,"Pesticide_cp_exp",NA,NA,"Between 1 to 100 ug/kg/day",NA,NA
"16587-71-6","DTXSID4047127","4-(tert-Pentyl)-cyclohexanone",NA,NA,"weak_agonist","negative","Consumer_exp",NA,NA,NA,"Industrial_exp",NA,"Between 1 to 100 ug/kg/day",NA,NA
"139-02-6","DTXSID4027072","Sodium phenolate",NA,"E2up","not_agonist","no test","Consumer_cp_exp","Diet_exp",NA,"Pesticide_cp_exp","Industrial_exp",NA,"Less than 1 ug/kg/day",NA,NA
"120-14-9","DTXSID7026285","Veratraldehyde",NA,"E2up","weak_agonist","positive","Consumer_exp","Diet_FDA_cp_exp",NA,NA,"Industrial_exp",NA,"Between 1 to 100 ug/kg/day",NA,NA
"142-18-7","DTXSID5041275","1-Monolaurin",NA,"E2up","not_agonist","negative","Consumer_cp","Diet_exp",NA,"Pesticide_cp_exp","Industrial_exp",NA,"100 ug/kg/day or more",NA,NA
"2934-05-6","DTXSID7042273","2,4-Diisopropylphenol",NA,"E2up","not_agonist","no test","Consumer_exp",NA,NA,"Pesticide_cp","Industrial_exp",NA,"Between 1 to 100 ug/kg/day",NA,NA
"66575-29-9","DTXSID8040484","Forskolin",NA,"E2P4up","weak_agonist","no test",NA,NA,"Pharma_cp",NA,NA,NA,NA,NA,NA
"4065-45-6","DTXSID2042436","Sulisobenzone",NA,"E2up","not_agonist","negative","Consumer_cp",NA,"Pharma_cp","Pesticide_cp","Industrial_exp",NA,"100 ug/kg/day or more",NA,NA
"68515-48-0","DTXSID5028665","DINP branched",NA,"P4up","not_agonist","negative",NA,"Diet_cp",NA,NA,NA,"HPV",NA,NA,NA
"7011-83-8","DTXSID3041299","Dihydrojasmone lactone",NA,"E2up","not_agonist","negative","Consumer_exp","Diet_FDA_cp_exp",NA,"Pesticide_cp","Industrial_exp",NA,"Between 1 to 100 ug/kg/day",NA,NA
"1563-38-8","DTXSID2027414","2,3-Dihydro-2,2-dimethyl-7-benzofuranol",NA,"E2up","not_agonist","negative","Consumer_exp",NA,NA,"Pesticide_exp",NA,"HPV","Less than 1 ug/kg/day",NA,NA
"88-69-7","DTXSID2044391","2-Isopropylphenol",NA,"E2up","not_agonist","negative","Consumer_exp","Diet_FDA_cp_exp",NA,NA,"Industrial_exp",NA,"100 ug/kg/day or more",NA,NA
"94-91-7","DTXSID2041200","N,N'-Disalicylidene-1,2-diaminopropane",NA,"E2P4up","not_agonist","positive","Consumer_cp","Diet_cp",NA,"Pesticide_cp","Industrial_exp",NA,"100 ug/kg/day or more",NA,NA
"21245-02-3","DTXSID7029320","2-Ethylhexyl 4-(dimethylamino)benzoate",NA,"E2up","weak_agonist","negative","Consumer_cp_exp",NA,NA,"Pesticide_cp","Industrial_exp",NA,"100 ug/kg/day or more",NA,NA
"99-86-5","DTXSID9041237","alpha-Terpinene",NA,"E2up","weak_agonist","positive","Consumer_cp_exp","Diet_FDA_cp_exp",NA,"Pesticide_cp","Industrial_exp",NA,"Between 1 to 100 ug/kg/day",NA,NA
"104-66-5","DTXSID5026706","1,2-Diphenoxyethane",NA,"E2up","not_agonist","positive","Consumer_exp","Diet_exp",NA,NA,"Industrial_exp","HPV","Between 1 to 100 ug/kg/day",NA,NA
"110-97-4","DTXSID8020179","Diisopropanolamine",NA,NA,"weak_agonist","negative","Consumer_cp_exp","Diet_cp_exp",NA,"Pesticide_cp","Industrial_exp","HPV","Between 1 to 100 ug/kg/day",NA,NA
"90-30-2","DTXSID2025892","N-Phenyl-1-naphthylamine",NA,"negative","weak_agonist","negative","Consumer_cp","Diet_cp_exp",NA,NA,"Industrial_exp","HPV","Less than 1 ug/kg/day",NA,NA
"13826-35-2","DTXSID7027756","3-Phenoxybenzenemethanol",NA,"E2up","weak_agonist","negative",NA,NA,NA,"Pesticide_exp",NA,"HPV","Between 1 to 100 ug/kg/day",NA,NA
"94-18-8","DTXSID9022526","Benzylparaben",NA,"P4up","agonist","no test",NA,NA,NA,"Pesticide_exp",NA,NA,"Between 1 to 100 ug/kg/day",NA,NA
"960-71-4","DTXSID6027345","Triphenylborane",NA,"E2up","agonist","no test","Consumer_exp",NA,NA,NA,"Industrial_exp","HPV","100 ug/kg/day or more",NA,NA
